disease_id	entrezgene	type	gene	diseaseName	diseaseType	diseaseClass	diseaseSemanticType	disease_degree
C0023473	hsa:25	I	ABL1	Myeloid Leukemia, Chronic	disease	C04;C15	Neoplastic Process	18
C0023473	hsa:6790	I	AURKA	Myeloid Leukemia, Chronic	disease	C04;C15	Neoplastic Process	18
C0023473	hsa:9212	I	AURKB	Myeloid Leukemia, Chronic	disease	C04;C15	Neoplastic Process	18
C0023473	hsa:6795	I	AURKC	Myeloid Leukemia, Chronic	disease	C04;C15	Neoplastic Process	18
C0023473	hsa:3717	I	JAK2	Myeloid Leukemia, Chronic	disease	C04;C15	Neoplastic Process	18
C0023473	hsa:2322	I	FLT3	Myeloid Leukemia, Chronic	disease	C04;C15	Neoplastic Process	18
C0023473	hsa:613	I	BCR	Myeloid Leukemia, Chronic	disease	C04;C15	Neoplastic Process	18
C0023473	hsa:5156	I	PDGFRA	Myeloid Leukemia, Chronic	disease	C04;C15	Neoplastic Process	18
C0023473	hsa:3815	I	KIT	Myeloid Leukemia, Chronic	disease	C04;C15	Neoplastic Process	18
C0023473	hsa:6714	I	SRC	Myeloid Leukemia, Chronic	disease	C04;C15	Neoplastic Process	18
C0023473	hsa:3932	I	LCK	Myeloid Leukemia, Chronic	disease	C04;C15	Neoplastic Process	18
C0023473	hsa:7525	I	YES1	Myeloid Leukemia, Chronic	disease	C04;C15	Neoplastic Process	18
C0023473	hsa:2534	I	FYN	Myeloid Leukemia, Chronic	disease	C04;C15	Neoplastic Process	18
C0023473	hsa:1969	I	EPHA2	Myeloid Leukemia, Chronic	disease	C04;C15	Neoplastic Process	18
C0023473	hsa:5159	I	PDGFRB	Myeloid Leukemia, Chronic	disease	C04;C15	Neoplastic Process	18
C0023473	hsa:4609	I	MYC	Myeloid Leukemia, Chronic	disease	C04;C15	Neoplastic Process	18
C0023473	hsa:7157	I	TP53	Myeloid Leukemia, Chronic	disease	C04;C15	Neoplastic Process	18
C0023473	hsa:586	I	BCAT1	Myeloid Leukemia, Chronic	disease	C04;C15	Neoplastic Process	18
C0026764	hsa:25	I	ABL1	Multiple Myeloma	disease	C04;C20;C15;C14	Neoplastic Process	47
C0026764	hsa:6790	I	AURKA	Multiple Myeloma	disease	C04;C20;C15;C14	Neoplastic Process	47
C0026764	hsa:9212	I	AURKB	Multiple Myeloma	disease	C04;C20;C15;C14	Neoplastic Process	47
C0026764	hsa:3717	I	JAK2	Multiple Myeloma	disease	C04;C20;C15;C14	Neoplastic Process	47
C0026764	hsa:2322	I	FLT3	Multiple Myeloma	disease	C04;C20;C15;C14	Neoplastic Process	47
C0026764	hsa:613	I	BCR	Multiple Myeloma	disease	C04;C20;C15;C14	Neoplastic Process	47
C0026764	hsa:7525	I	YES1	Multiple Myeloma	disease	C04;C20;C15;C14	Neoplastic Process	47
C0026764	hsa:4914	I	NTRK1	Multiple Myeloma	disease	C04;C20;C15;C14	Neoplastic Process	47
C0026764	hsa:4916	I	NTRK3	Multiple Myeloma	disease	C04;C20;C15;C14	Neoplastic Process	47
C0026764	hsa:3265	I	HRAS	Multiple Myeloma	disease	C04;C20;C15;C14	Neoplastic Process	47
C0026764	hsa:3845	I	KRAS	Multiple Myeloma	disease	C04;C20;C15;C14	Neoplastic Process	47
C0026764	hsa:4893	I	NRAS	Multiple Myeloma	disease	C04;C20;C15;C14	Neoplastic Process	47
C0026764	hsa:5693	I	PSMB5	Multiple Myeloma	disease	C04;C20;C15;C14	Neoplastic Process	47
C0026764	hsa:7124	I	TNF	Multiple Myeloma	disease	C04;C20;C15;C14	Neoplastic Process	47
C0026764	hsa:9734	I	HDAC9	Multiple Myeloma	disease	C04;C20;C15;C14	Neoplastic Process	47
C0026764	hsa:9759	I	HDAC4	Multiple Myeloma	disease	C04;C20;C15;C14	Neoplastic Process	47
C0026764	hsa:3065	I	HDAC1	Multiple Myeloma	disease	C04;C20;C15;C14	Neoplastic Process	47
C0026764	hsa:8841	I	HDAC3	Multiple Myeloma	disease	C04;C20;C15;C14	Neoplastic Process	47
C0026764	hsa:3066	I	HDAC2	Multiple Myeloma	disease	C04;C20;C15;C14	Neoplastic Process	47
C0026764	hsa:55869	I	HDAC8	Multiple Myeloma	disease	C04;C20;C15;C14	Neoplastic Process	47
C0026764	hsa:83933	I	HDAC10	Multiple Myeloma	disease	C04;C20;C15;C14	Neoplastic Process	47
C0026764	hsa:51564	I	HDAC7	Multiple Myeloma	disease	C04;C20;C15;C14	Neoplastic Process	47
C0026764	hsa:10013	I	HDAC6	Multiple Myeloma	disease	C04;C20;C15;C14	Neoplastic Process	47
C0026764	hsa:10014	I	HDAC5	Multiple Myeloma	disease	C04;C20;C15;C14	Neoplastic Process	47
C0026764	hsa:79885	I	HDAC11	Multiple Myeloma	disease	C04;C20;C15;C14	Neoplastic Process	47
C0026764	hsa:3718	I	JAK3	Multiple Myeloma	disease	C04;C20;C15;C14	Neoplastic Process	47
C0026764	hsa:7297	I	TYK2	Multiple Myeloma	disease	C04;C20;C15;C14	Neoplastic Process	47
C0026764	hsa:6197	I	RPS6KA3	Multiple Myeloma	disease	C04;C20;C15;C14	Neoplastic Process	47
C0026764	hsa:5979	I	RET	Multiple Myeloma	disease	C04;C20;C15;C14	Neoplastic Process	47
C0026764	hsa:10461	I	MERTK	Multiple Myeloma	disease	C04;C20;C15;C14	Neoplastic Process	47
C0026764	hsa:2932	I	GSK3B	Multiple Myeloma	disease	C04;C20;C15;C14	Neoplastic Process	47
C0026764	hsa:5743	I	PTGS2	Multiple Myeloma	disease	C04;C20;C15;C14	Neoplastic Process	47
C0026764	hsa:4790	I	NFKB1	Multiple Myeloma	disease	C04;C20;C15;C14	Neoplastic Process	47
C0026764	hsa:207	I	AKT1	Multiple Myeloma	disease	C04;C20;C15;C14	Neoplastic Process	47
C0026764	hsa:8743	I	TNFSF10	Multiple Myeloma	disease	C04;C20;C15;C14	Neoplastic Process	47
C0026764	hsa:8797	I	TNFRSF10A	Multiple Myeloma	disease	C04;C20;C15;C14	Neoplastic Process	47
C0026764	hsa:8795	I	TNFRSF10B	Multiple Myeloma	disease	C04;C20;C15;C14	Neoplastic Process	47
C0026764	hsa:596	I	BCL2	Multiple Myeloma	disease	C04;C20;C15;C14	Neoplastic Process	47
C0026764	hsa:3569	I	IL6	Multiple Myeloma	disease	C04;C20;C15;C14	Neoplastic Process	47
C0026764	hsa:6097	I	RORC	Multiple Myeloma	disease	C04;C20;C15;C14	Neoplastic Process	47
C0026764	hsa:2261	I	FGFR3	Multiple Myeloma	disease	C04;C20;C15;C14	Neoplastic Process	47
C0026764	hsa:1432	I	MAPK14	Multiple Myeloma	disease	C04;C20;C15;C14	Neoplastic Process	47
C0026764	hsa:5600	I	MAPK11	Multiple Myeloma	disease	C04;C20;C15;C14	Neoplastic Process	47
C0026764	hsa:6300	I	MAPK12	Multiple Myeloma	disease	C04;C20;C15;C14	Neoplastic Process	47
C0026764	hsa:5603	I	MAPK13	Multiple Myeloma	disease	C04;C20;C15;C14	Neoplastic Process	47
C0026764	hsa:958	I	CD40	Multiple Myeloma	disease	C04;C20;C15;C14	Neoplastic Process	47
C0026764	hsa:4582	I	MUC1	Multiple Myeloma	disease	C04;C20;C15;C14	Neoplastic Process	47
C0002736	hsa:25	I	ABL1	Amyotrophic Lateral Sclerosis	disease	C18;C10	Disease or Syndrome	7
C0002736	hsa:3815	I	KIT	Amyotrophic Lateral Sclerosis	disease	C18;C10	Disease or Syndrome	7
C0002736	hsa:6714	I	SRC	Amyotrophic Lateral Sclerosis	disease	C18;C10	Disease or Syndrome	7
C0002736	hsa:7040	I	TGFB1	Amyotrophic Lateral Sclerosis	disease	C18;C10	Disease or Syndrome	7
C0002736	hsa:23435	I	TARDBP	Amyotrophic Lateral Sclerosis	disease	C18;C10	Disease or Syndrome	7
C0002736	hsa:6647	I	SOD1	Amyotrophic Lateral Sclerosis	disease	C18;C10	Disease or Syndrome	7
C0002736	hsa:2521	I	FUS	Amyotrophic Lateral Sclerosis	disease	C18;C10	Disease or Syndrome	7
C0003873	hsa:25	I	ABL1	Rheumatoid Arthritis	disease	C17;C05;C20	Disease or Syndrome	44
C0003873	hsa:3717	I	JAK2	Rheumatoid Arthritis	disease	C17;C05;C20	Disease or Syndrome	44
C0003873	hsa:613	I	BCR	Rheumatoid Arthritis	disease	C17;C05;C20	Disease or Syndrome	44
C0003873	hsa:3614	I	IMPDH1	Rheumatoid Arthritis	disease	C17;C05;C20	Disease or Syndrome	44
C0003873	hsa:3615	I	IMPDH2	Rheumatoid Arthritis	disease	C17;C05;C20	Disease or Syndrome	44
C0003873	hsa:6714	I	SRC	Rheumatoid Arthritis	disease	C17;C05;C20	Disease or Syndrome	44
C0003873	hsa:7124	I	TNF	Rheumatoid Arthritis	disease	C17;C05;C20	Disease or Syndrome	44
C0003873	hsa:3718	I	JAK3	Rheumatoid Arthritis	disease	C17;C05;C20	Disease or Syndrome	44
C0003873	hsa:7297	I	TYK2	Rheumatoid Arthritis	disease	C17;C05;C20	Disease or Syndrome	44
C0003873	hsa:5743	I	PTGS2	Rheumatoid Arthritis	disease	C17;C05;C20	Disease or Syndrome	44
C0003873	hsa:4790	I	NFKB1	Rheumatoid Arthritis	disease	C17;C05;C20	Disease or Syndrome	44
C0003873	hsa:3569	I	IL6	Rheumatoid Arthritis	disease	C17;C05;C20	Disease or Syndrome	44
C0003873	hsa:6097	I	RORC	Rheumatoid Arthritis	disease	C17;C05;C20	Disease or Syndrome	44
C0003873	hsa:3716	I	JAK1	Rheumatoid Arthritis	disease	C17;C05;C20	Disease or Syndrome	44
C0003873	hsa:1719	I	DHFR	Rheumatoid Arthritis	disease	C17;C05;C20	Disease or Syndrome	44
C0003873	hsa:5594	I	MAPK1	Rheumatoid Arthritis	disease	C17;C05;C20	Disease or Syndrome	44
C0003873	hsa:1436	I	CSF1R	Rheumatoid Arthritis	disease	C17;C05;C20	Disease or Syndrome	44
C0003873	hsa:471	I	ATIC	Rheumatoid Arthritis	disease	C17;C05;C20	Disease or Syndrome	44
C0003873	hsa:6850	I	SYK	Rheumatoid Arthritis	disease	C17;C05;C20	Disease or Syndrome	44
C0003873	hsa:5530	I	PPP3CA	Rheumatoid Arthritis	disease	C17;C05;C20	Disease or Syndrome	44
C0003873	hsa:4773	I	NFATC2	Rheumatoid Arthritis	disease	C17;C05;C20	Disease or Syndrome	44
C0003873	hsa:5532	I	PPP3CB	Rheumatoid Arthritis	disease	C17;C05;C20	Disease or Syndrome	44
C0003873	hsa:5533	I	PPP3CC	Rheumatoid Arthritis	disease	C17;C05;C20	Disease or Syndrome	44
C0003873	hsa:5534	I	PPP3R1	Rheumatoid Arthritis	disease	C17;C05;C20	Disease or Syndrome	44
C0003873	hsa:5535	I	PPP3R2	Rheumatoid Arthritis	disease	C17;C05;C20	Disease or Syndrome	44
C0003873	hsa:10673	I	TNFSF13B	Rheumatoid Arthritis	disease	C17;C05;C20	Disease or Syndrome	44
C0003873	hsa:3592	I	IL12A	Rheumatoid Arthritis	disease	C17;C05;C20	Disease or Syndrome	44
C0003873	hsa:3593	I	IL12B	Rheumatoid Arthritis	disease	C17;C05;C20	Disease or Syndrome	44
C0003873	hsa:3383	I	ICAM1	Rheumatoid Arthritis	disease	C17;C05;C20	Disease or Syndrome	44
C0003873	hsa:4780	I	NFE2L2	Rheumatoid Arthritis	disease	C17;C05;C20	Disease or Syndrome	44
C0003873	hsa:3553	I	IL1B	Rheumatoid Arthritis	disease	C17;C05;C20	Disease or Syndrome	44
C0003873	hsa:3676	I	ITGA4	Rheumatoid Arthritis	disease	C17;C05;C20	Disease or Syndrome	44
C0003873	hsa:3688	I	ITGB1	Rheumatoid Arthritis	disease	C17;C05;C20	Disease or Syndrome	44
C0003873	hsa:3554	I	IL1R1	Rheumatoid Arthritis	disease	C17;C05;C20	Disease or Syndrome	44
C0003873	hsa:7850	I	IL1R2	Rheumatoid Arthritis	disease	C17;C05;C20	Disease or Syndrome	44
C0003873	hsa:3570	I	IL6R	Rheumatoid Arthritis	disease	C17;C05;C20	Disease or Syndrome	44
C0003873	hsa:3725	I	JUN	Rheumatoid Arthritis	disease	C17;C05;C20	Disease or Syndrome	44
C0003873	hsa:3726	I	JUNB	Rheumatoid Arthritis	disease	C17;C05;C20	Disease or Syndrome	44
C0003873	hsa:2353	I	FOS	Rheumatoid Arthritis	disease	C17;C05;C20	Disease or Syndrome	44
C0003873	hsa:2355	I	FOSL2	Rheumatoid Arthritis	disease	C17;C05;C20	Disease or Syndrome	44
C0003873	hsa:8061	I	FOSL1	Rheumatoid Arthritis	disease	C17;C05;C20	Disease or Syndrome	44
C0003873	hsa:1386	I	ATF2	Rheumatoid Arthritis	disease	C17;C05;C20	Disease or Syndrome	44
C0003873	hsa:467	I	ATF3	Rheumatoid Arthritis	disease	C17;C05;C20	Disease or Syndrome	44
C0003873	hsa:468	I	ATF4	Rheumatoid Arthritis	disease	C17;C05;C20	Disease or Syndrome	44
C0346421	hsa:25	I	ABL1	Chronic eosinophilic leukemia	disease	C04;C15	Neoplastic Process	4
C0346421	hsa:613	I	BCR	Chronic eosinophilic leukemia	disease	C04;C15	Neoplastic Process	4
C0346421	hsa:3815	I	KIT	Chronic eosinophilic leukemia	disease	C04;C15	Neoplastic Process	4
C0346421	hsa:5159	I	PDGFRB	Chronic eosinophilic leukemia	disease	C04;C15	Neoplastic Process	4
C0238198	hsa:25	I	ABL1	Gastrointestinal Stromal Tumors	group	C06;C04	Neoplastic Process	20
C0238198	hsa:2322	I	FLT3	Gastrointestinal Stromal Tumors	group	C06;C04	Neoplastic Process	20
C0238198	hsa:613	I	BCR	Gastrointestinal Stromal Tumors	group	C06;C04	Neoplastic Process	20
C0238198	hsa:5156	I	PDGFRA	Gastrointestinal Stromal Tumors	group	C06;C04	Neoplastic Process	20
C0238198	hsa:3815	I	KIT	Gastrointestinal Stromal Tumors	group	C06;C04	Neoplastic Process	20
C0238198	hsa:5159	I	PDGFRB	Gastrointestinal Stromal Tumors	group	C06;C04	Neoplastic Process	20
C0238198	hsa:1803	I	DPP4	Gastrointestinal Stromal Tumors	group	C06;C04	Neoplastic Process	20
C0238198	hsa:3791	I	KDR	Gastrointestinal Stromal Tumors	group	C06;C04	Neoplastic Process	20
C0238198	hsa:5979	I	RET	Gastrointestinal Stromal Tumors	group	C06;C04	Neoplastic Process	20
C0238198	hsa:2064	I	ERBB2	Gastrointestinal Stromal Tumors	group	C06;C04	Neoplastic Process	20
C0238198	hsa:3326	I	HSP90AB1	Gastrointestinal Stromal Tumors	group	C06;C04	Neoplastic Process	20
C0238198	hsa:3320	I	HSP90AA1	Gastrointestinal Stromal Tumors	group	C06;C04	Neoplastic Process	20
C0238198	hsa:7184	I	HSP90B1	Gastrointestinal Stromal Tumors	group	C06;C04	Neoplastic Process	20
C0238198	hsa:7010	I	TEK	Gastrointestinal Stromal Tumors	group	C06;C04	Neoplastic Process	20
C0238198	hsa:673	I	BRAF	Gastrointestinal Stromal Tumors	group	C06;C04	Neoplastic Process	20
C0238198	hsa:2321	I	FLT1	Gastrointestinal Stromal Tumors	group	C06;C04	Neoplastic Process	20
C0238198	hsa:2324	I	FLT4	Gastrointestinal Stromal Tumors	group	C06;C04	Neoplastic Process	20
C0238198	hsa:2260	I	FGFR1	Gastrointestinal Stromal Tumors	group	C06;C04	Neoplastic Process	20
C0238198	hsa:1436	I	CSF1R	Gastrointestinal Stromal Tumors	group	C06;C04	Neoplastic Process	20
C0238198	hsa:5894	I	RAF1	Gastrointestinal Stromal Tumors	group	C06;C04	Neoplastic Process	20
C1540912	hsa:25	I	ABL1	Hypereosinophilic syndrome	disease	C15	Disease or Syndrome	5
C1540912	hsa:613	I	BCR	Hypereosinophilic syndrome	disease	C15	Disease or Syndrome	5
C1540912	hsa:3815	I	KIT	Hypereosinophilic syndrome	disease	C15	Disease or Syndrome	5
C1540912	hsa:5159	I	PDGFRB	Hypereosinophilic syndrome	disease	C15	Disease or Syndrome	5
C1540912	hsa:3567	I	IL5	Hypereosinophilic syndrome	disease	C15	Disease or Syndrome	5
C0152171	hsa:25	I	ABL1	Idiopathic pulmonary hypertension	disease	C08;C14	Disease or Syndrome	1
C0085786	hsa:25	I	ABL1	Hamman-Rich syndrome	disease	C23;C01;C08	Disease or Syndrome	2
C0085786	hsa:613	I	BCR	Hamman-Rich syndrome	disease	C23;C01;C08	Disease or Syndrome	2
C0024305	hsa:25	I	ABL1	Lymphoma, Non-Hodgkin	disease	C04;C20;C15	Neoplastic Process	18
C0024305	hsa:930	I	CD19	Lymphoma, Non-Hodgkin	disease	C04;C20;C15	Neoplastic Process	18
C0024305	hsa:6790	I	AURKA	Lymphoma, Non-Hodgkin	disease	C04;C20;C15	Neoplastic Process	18
C0024305	hsa:9212	I	AURKB	Lymphoma, Non-Hodgkin	disease	C04;C20;C15	Neoplastic Process	18
C0024305	hsa:3717	I	JAK2	Lymphoma, Non-Hodgkin	disease	C04;C20;C15	Neoplastic Process	18
C0024305	hsa:613	I	BCR	Lymphoma, Non-Hodgkin	disease	C04;C20;C15	Neoplastic Process	18
C0024305	hsa:7525	I	YES1	Lymphoma, Non-Hodgkin	disease	C04;C20;C15	Neoplastic Process	18
C0024305	hsa:1803	I	DPP4	Lymphoma, Non-Hodgkin	disease	C04;C20;C15	Neoplastic Process	18
C0024305	hsa:695	I	BTK	Lymphoma, Non-Hodgkin	disease	C04;C20;C15	Neoplastic Process	18
C0024305	hsa:3718	I	JAK3	Lymphoma, Non-Hodgkin	disease	C04;C20;C15	Neoplastic Process	18
C0024305	hsa:7297	I	TYK2	Lymphoma, Non-Hodgkin	disease	C04;C20;C15	Neoplastic Process	18
C0024305	hsa:6197	I	RPS6KA3	Lymphoma, Non-Hodgkin	disease	C04;C20;C15	Neoplastic Process	18
C0024305	hsa:5979	I	RET	Lymphoma, Non-Hodgkin	disease	C04;C20;C15	Neoplastic Process	18
C0024305	hsa:10461	I	MERTK	Lymphoma, Non-Hodgkin	disease	C04;C20;C15	Neoplastic Process	18
C0024305	hsa:2932	I	GSK3B	Lymphoma, Non-Hodgkin	disease	C04;C20;C15	Neoplastic Process	18
C0024305	hsa:2261	I	FGFR3	Lymphoma, Non-Hodgkin	disease	C04;C20;C15	Neoplastic Process	18
C0024305	hsa:958	I	CD40	Lymphoma, Non-Hodgkin	disease	C04;C20;C15	Neoplastic Process	18
C0024305	hsa:914	I	CD2	Lymphoma, Non-Hodgkin	disease	C04;C20;C15	Neoplastic Process	18
C4524071	hsa:25	I	ABL1	Philadelphia positive acute lymphocytic leukaemia	disease		Neoplastic Process	10
C4524071	hsa:613	I	BCR	Philadelphia positive acute lymphocytic leukaemia	disease		Neoplastic Process	10
C4524071	hsa:5156	I	PDGFRA	Philadelphia positive acute lymphocytic leukaemia	disease		Neoplastic Process	10
C4524071	hsa:3815	I	KIT	Philadelphia positive acute lymphocytic leukaemia	disease		Neoplastic Process	10
C4524071	hsa:6714	I	SRC	Philadelphia positive acute lymphocytic leukaemia	disease		Neoplastic Process	10
C4524071	hsa:3932	I	LCK	Philadelphia positive acute lymphocytic leukaemia	disease		Neoplastic Process	10
C4524071	hsa:7525	I	YES1	Philadelphia positive acute lymphocytic leukaemia	disease		Neoplastic Process	10
C4524071	hsa:2534	I	FYN	Philadelphia positive acute lymphocytic leukaemia	disease		Neoplastic Process	10
C4524071	hsa:1969	I	EPHA2	Philadelphia positive acute lymphocytic leukaemia	disease		Neoplastic Process	10
C4524071	hsa:5159	I	PDGFRB	Philadelphia positive acute lymphocytic leukaemia	disease		Neoplastic Process	10
C0280100	hsa:25	I	ABL1	Solid Neoplasm	phenotype	C04	Neoplastic Process	17
C0280100	hsa:6240	I	RRM1	Solid Neoplasm	phenotype	C04	Neoplastic Process	17
C0280100	hsa:6790	I	AURKA	Solid Neoplasm	phenotype	C04	Neoplastic Process	17
C0280100	hsa:9212	I	AURKB	Solid Neoplasm	phenotype	C04	Neoplastic Process	17
C0280100	hsa:3717	I	JAK2	Solid Neoplasm	phenotype	C04	Neoplastic Process	17
C0280100	hsa:613	I	BCR	Solid Neoplasm	phenotype	C04	Neoplastic Process	17
C0280100	hsa:7525	I	YES1	Solid Neoplasm	phenotype	C04	Neoplastic Process	17
C0280100	hsa:7852	I	CXCR4	Solid Neoplasm	phenotype	C04	Neoplastic Process	17
C0280100	hsa:6387	I	CXCL12	Solid Neoplasm	phenotype	C04	Neoplastic Process	17
C0280100	hsa:4609	I	MYC	Solid Neoplasm	phenotype	C04	Neoplastic Process	17
C0280100	hsa:3718	I	JAK3	Solid Neoplasm	phenotype	C04	Neoplastic Process	17
C0280100	hsa:7297	I	TYK2	Solid Neoplasm	phenotype	C04	Neoplastic Process	17
C0280100	hsa:6197	I	RPS6KA3	Solid Neoplasm	phenotype	C04	Neoplastic Process	17
C0280100	hsa:5979	I	RET	Solid Neoplasm	phenotype	C04	Neoplastic Process	17
C0280100	hsa:10461	I	MERTK	Solid Neoplasm	phenotype	C04	Neoplastic Process	17
C0280100	hsa:2932	I	GSK3B	Solid Neoplasm	phenotype	C04	Neoplastic Process	17
C0280100	hsa:238	I	ALK	Solid Neoplasm	phenotype	C04	Neoplastic Process	17
C0376545	hsa:25	I	ABL1	Hematologic Neoplasms	group	C04;C15	Neoplastic Process	6
C0376545	hsa:5693	I	PSMB5	Hematologic Neoplasms	group	C04;C15	Neoplastic Process	6
C0376545	hsa:1719	I	DHFR	Hematologic Neoplasms	group	C04;C15	Neoplastic Process	6
C0376545	hsa:5689	I	PSMB1	Hematologic Neoplasms	group	C04;C15	Neoplastic Process	6
C0376545	hsa:5914	I	RARA	Hematologic Neoplasms	group	C04;C15	Neoplastic Process	6
C0376545	hsa:5371	I	PML	Hematologic Neoplasms	group	C04;C15	Neoplastic Process	6
C0023434	hsa:930	I	CD19	Chronic Lymphocytic Leukemia	disease	C04;C20;C15	Neoplastic Process	4
C0023434	hsa:7852	I	CXCR4	Chronic Lymphocytic Leukemia	disease	C04;C20;C15	Neoplastic Process	4
